mac
a8:9f:ec:30:0d:52
f8:a0:97:31:9a:ac
5c:e3:0e:7d:97:5a
60:c5:ad:40:e0:f1
f8:8b:37:35:6c:52
d4:3f:cb:e1:ca:35
bc:9b:68:ac:f1:62
38:94:ed:72:ba:f8
08:a7:c0:a3:fb:5d
a4:98:13:fa:59:0d
fc:51:a4:6a:c5:f0
00:40:36:6c:7b:fd
c0:a0:0d:06:58:0c
20:f1:9e:12:e2:ab
88:9e:68:95:bf:52
d4:b9:2f:5e:ce:b8
00:40:36:43:9c:0e
b0:b9:8a:04:4b:b0
38:70:0c:6b:cc:89
5c:b0:66:c0:4d:ee
00:90:ea:1f:3d:22
a4:56:cc:d2:0d:82
58:96:30:50:3f:0a
e0:db:d1:19:cf:32
44:6a:b7:ff:62:14
80:d0:4a:d7:e5:40
64:12:69:f3:86:21
bc:9b:68:e6:56:ef
88:9e:68:4c:71:a8
bc:9b:68:af:4b:24
2c:30:33:b8:ed:c0
e0:db:d1:32:f8:58
e4:bf:fa:74:fb:67
58:96:30:33:c1:23
8c:61:a3:c3:63:41
5c:b0:66:c1:2d:d8
48:4b:d4:33:07:58
b0:da:f9:c2:1b:f5
e0:db:d1:d0:a1:9d
44:6a:b7:b1:93:71
b0:da:f9:33:d3:3d
08:a7:c0:a4:b5:c4
f8:a0:97:50:10:59
08:a7:c0:9f:e4:a5
b0:da:f9:16:c6:81
a8:9f:ec:32:8a:55
5c:76:95:1b:af:c3
a0:68:7e:ab:ca:69
ac:db:48:60:ba:dd
10:33:bf:5c:bf:12
44:1c:12:4b:c2:e1
a0:ff:70:60:c6:b9
b0:da:f9:c3:6b:54
08:a7:c0:a0:62:89
b0:da:f9:0b:c2:1a
9c:34:26:01:1d:c3
e0:db:d1:b5:a6:b1
9c:c9:eb:95:93:a0
38:70:0c:04:03:04
18:b8:1f:81:f9:9b
e8:82:5b:ed:98:e5
b0:da:f9:60:56:69
2c:33:7a:97:74:6f
10:33:bf:58:f2:e7
80:d0:4a:e1:6b:0b
38:70:0c:03:fe:ce
18:9c:27:c0:17:18
f8:a0:97:31:d5:f8
3c:04:61:7a:5b:c3
08:a7:c0:a1:1f:4a
c8:63:fc:a2:bd:c1
b0:da:f9:cc:36:b2
68:ee:96:73:85:85
44:6a:b7:b1:59:d1
88:9e:68:8c:bf:06
fc:51:a4:7e:2b:45
f4:c1:14:0d:65:fb
b0:da:f9:09:1b:0f
00:40:36:5e:29:3c
d4:04:cd:da:21:7b
48:4b:d4:34:8b:d2
e4:bf:fa:81:8e:3a
d4:b9:2f:54:a6:54
18:b8:1f:b4:aa:06
e0:db:d1:33:b1:06
bc:2e:48:ad:ba:b5
08:a7:c0:a4:a8:7a
6c:55:e8:76:77:0c
08:a7:c0:a1:43:8c
44:aa:f5:88:6e:6c
a4:56:cc:ce:c8:b1
18:b8:1f:ab:83:d6
98:de:d0:e2:18:22
78:23:ae:1f:de:71
a0:ff:70:7a:46:8e
48:4e:fc:71:f8:6b
38:3f:b3:51:05:82
bc:9b:68:f5:4d:1c
bc:9b:68:b1:c2:c8
18:55:0f:fa:88:33
c0:c5:22:01:01:f7
44:1c:12:7c:db:7c
98:52:4a:47:e0:3b
88:ef:16:d6:18:75
98:9d:5d:99:84:c1
44:1c:12:7e:44:9e
90:58:51:1d:d2:79
14:c0:3e:1c:1b:5f
f4:c1:14:0d:64:b6
bc:64:4b:f2:80:66
e0:db:d1:d0:9f:3c
f4:c1:14:0c:89:60
b0:b9:8a:09:29:c8
48:1d:70:46:01:59
54:a6:5c:a4:9b:65
bc:2e:48:a0:e8:ee
28:80:88:be:79:48
f4:c1:14:03:fe:2b
94:a6:7e:d8:bd:4c
58:96:30:31:e9:a7
20:f1:9e:20:82:a3
04:4e:5a:38:ce:13
e0:db:d1:18:03:00
f4:0e:83:cc:89:b6
38:3f:b3:fc:05:2f
44:1c:12:80:1f:e9
7c:26:34:6e:06:9a
10:56:11:24:0b:8b
5c:b0:66:c0:4b:11
58:96:30:33:2c:68
08:a7:c0:a0:b6:12
f4:4b:2a:48:f4:a9
f8:5e:42:0d:63:bc
44:a5:6e:d0:5a:30
f8:2d:c0:9a:f5:0d
b0:7f:b9:e1:91:f0
58:96:30:5f:1e:a8
98:f7:d7:72:a0:d1
94:6a:77:87:f7:02
64:12:69:df:8e:d1
8c:61:a3:c3:3d:c9
b0:da:f9:3c:3e:c4
58:96:30:31:db:7e
88:9e:68:b4:01:c2
98:9d:5d:99:c4:ea
e8:82:5b:ed:70:05
3c:04:61:8a:35:11
98:f7:d7:d1:7f:5d
d4:b9:2f:57:35:9a
5c:b0:66:c0:59:fc
94:a6:7e:13:18:9c
48:4b:d4:e8:f5:18
7c:26:34:12:1a:dc
34:68:95:e9:23:fd
f8:a0:97:b7:07:97
7c:9a:54:7a:20:ec
b0:da:f9:c2:e4:7c
70:03:7e:df:d6:e3
78:d2:94:8e:ee:60
58:96:30:5d:29:f9
6c:cd:d6:88:2c:7c
10:56:11:3d:66:05
14:c0:3e:00:59:25
98:52:4a:47:7d:fd
e8:82:5b:ee:8c:7d
a0:ff:70:7a:cc:ee
b0:da:f9:60:3e:90
e0:db:d1:bb:ac:b7
3c:df:a9:e8:53:d6
98:9d:5d:09:99:e9
58:96:30:52:5d:e9
38:70:0c:6e:b9:1a
38:3f:b3:50:f3:bc
44:6a:b7:ff:e4:64
a8:9f:ec:52:2b:95
18:b8:1f:06:74:5f
58:96:30:5a:0a:f3
e8:82:5b:ed:8b:6d
18:b8:1f:af:21:58
d4:2c:0f:8b:34:c7
44:6a:b7:fe:cd:cc
64:12:69:f3:9a:59
10:56:11:26:15:66
ac:db:48:bd:99:e1
08:a7:c0:9c:48:5f
98:52:4a:07:80:ff
f4:c1:14:07:17:a0
58:96:30:51:25:b4
60:6d:c7:ad:0f:01
38:3f:b3:42:f6:9a
98:f7:d7:b8:e6:f9
7c:9a:54:22:74:00
84:8d:c7:70:c8:31
98:9d:5d:a1:51:a1
f4:4b:2a:5d:b2:01
c0:c5:22:03:87:c0
a0:ff:70:47:21:e1
b0:da:f9:bb:f0:90
98:9d:5d:ad:7c:79
7c:26:34:a9:0b:3e
04:4e:5a:39:9d:02
bc:64:4b:f2:4f:ea
f8:a0:97:4f:94:a1
a8:97:cd:40:37:a5
80:d0:4a:67:18:d1
c0:a0:0d:0f:32:1a
b0:da:f9:6a:bf:0c
c0:c5:22:d3:c0:d0
44:a5:6e:b4:37:58
d4:b9:2f:5c:c5:23
98:f7:d7:35:be:bc
90:58:51:1e:0c:f8
f8:8b:37:33:f3:b8
70:03:7e:fb:fc:66
dc:eb:69:19:b3:01
d4:b9:2f:4d:a7:ff
f8:a0:97:31:7d:4c
44:6a:b7:8e:52:29
08:a7:c0:a3:96:fc
bc:a5:11:d5:78:4c
e8:82:5b:46:93:4e
88:9e:68:b7:1d:8f
7c:26:34:f4:b6:37
f8:a0:97:4f:9d:0b
60:c5:ad:40:c6:0f
d4:b9:2f:50:8e:ac
44:6a:b7:fd:f6:ac
44:1c:12:01:2c:c8
d4:04:cd:d9:cf:dd
08:a7:c0:a4:9a:ea
b0:da:f9:0c:14:3b
98:9d:5d:06:c4:08
98:f7:d7:b5:b2:61
9c:c9:eb:7b:2b:88
98:f7:d7:71:76:59
48:4b:d4:ea:2b:a4
b0:7f:b9:b0:03:08
e0:db:d1:ed:0b:17
80:d0:4a:cd:91:b2
7c:26:34:76:83:7a
6c:cd:d6:67:8c:34
a0:ff:70:0f:d5:39
38:3f:b3:51:7e:36
bc:9b:68:f3:30:95
70:03:7e:ed:a6:24
14:c0:3e:1b:c6:2d
e0:db:d1:eb:7f:9e
08:36:c9:53:b2:50
94:6a:77:84:9e:c2
fc:51:a4:7e:94:d1
20:f1:9e:1f:a9:41
a0:ff:70:60:9b:5d
68:ee:96:72:d8:d9
fc:51:a4:63:ac:f7
2c:7e:81:dc:2e:37
d4:b9:2f:65:46:17
58:96:30:56:98:0a
d4:b9:2f:4d:ce:79
38:94:ed:d9:0b:58
7c:26:34:6e:3d:4a
44:aa:f5:87:3e:f4
98:9d:5d:99:6b:8f
f8:a0:97:b8:84:46
5c:e3:0e:71:ce:9d
08:36:c9:cd:06:20
88:9e:68:5e:8a:aa
44:aa:f5:c3:ee:5b
14:c0:3e:14:67:07
08:a7:c0:a1:2f:c7
80:d0:4a:ff:0c:1a
68:ee:96:89:b0:c5
9c:c9:eb:71:f1:80
80:d0:4a:66:e8:16
64:12:69:95:44:d0
6c:cd:d6:71:bb:c4
7c:26:34:76:6c:4a
bc:9b:68:fb:08:e2
98:52:4a:47:e2:c5
08:a7:c0:a0:70:f9
94:6a:77:87:19:09
70:03:7e:f7:ba:a7
b0:da:f9:0c:13:d7
d4:04:cd:df:7d:1b
f4:c1:14:22:ff:c4
00:36:76:ff:5b:ac
80:cc:9c:70:5c:00
70:03:7e:df:d0:8a
b0:da:f9:cc:b6:d2
00:40:36:63:cf:71
78:23:ae:22:55:d4
98:9d:5d:a0:69:cb
9c:34:26:fc:6e:89
88:9e:68:94:ef:1e
44:1c:12:00:c6:a2
a0:ff:70:79:dd:61
bc:64:4b:f2:9f:b5
6c:55:e8:76:4d:40
98:f7:d7:d2:b7:5d
88:9e:68:b5:2b:51
2c:58:4f:fe:fb:9d
e8:82:5b:46:ef:a6
a0:ff:70:f3:bd:99
88:9e:68:8f:f3:d3
c8:63:fc:da:54:c0
84:8d:c7:c4:58:ed
48:f7:c0:1e:db:f1
bc:2e:48:9f:a2:4a
e0:db:d1:33:14:9e
5c:76:95:2f:c9:45
fc:51:a4:7e:93:7d
70:03:7e:fc:0c:06
90:58:51:f9:a6:25
88:9e:68:8c:c4:01
f4:c1:14:6f:a2:30
98:52:4a:48:42:ab
a0:ff:70:47:52:9c
c8:63:fc:d6:ea:0d
98:f7:d7:b8:e7:a1
58:19:f8:b6:2c:95
74:ea:e8:40:05:ab
5c:e3:0e:7d:a1:bb
68:ee:96:72:f6:a5
2c:95:69:67:09:d1
c8:63:fc:d9:44:bc
9c:c9:eb:94:02:30
10:33:bf:56:74:6d
2c:1d:b8:f6:55:71
a8:11:fc:80:ce:f0
f8:a0:97:b6:eb:33
3c:04:61:7d:95:86
38:3f:b3:50:ed:f9
b0:da:f9:3e:7b:d0
bc:a5:11:c6:0b:54
70:03:7e:e0:07:08
fc:51:a4:7c:3e:de
00:40:36:70:38:86
e0:db:d1:b3:19:b2
98:f7:d7:d2:d5:e5
fc:51:a4:64:03:7d
f8:8b:37:ab:92:23
d4:b9:2f:48:91:c0
88:9e:68:92:ab:55
e8:82:5b:ee:6c:f5
2c:95:69:65:98:1f
c0:c6:87:66:51:23
94:a6:7e:14:dc:8c
bc:9b:68:e5:34:9a
00:40:36:74:75:56
4c:12:65:fe:33:4b
c0:c5:22:d3:e8:d1
b0:39:56:c1:18:89
5c:e3:0e:e7:9b:e5
b0:da:f9:35:11:35
88:9e:68:95:aa:e9
f4:c1:14:14:6c:b6
18:b8:1f:9c:81:21
dc:eb:69:1d:b1:90
8c:61:a3:ca:64:91
bc:9b:68:e3:80:f5
08:02:8e:b4:f6:f8
bc:9b:68:b0:76:43
44:6a:b7:b1:5a:d1
9c:3d:cf:aa:09:50
5c:e3:0e:7d:a7:95
60:d2:48:e7:87:da
e0:db:d1:19:c6:cd
44:6a:b7:b0:ee:c9
48:4b:d4:e9:d0:23
60:d2:48:e7:7f:cd
6c:cd:d6:8f:e0:d4
7c:26:34:ad:5b:f2
c0:c6:87:27:4f:45
44:6a:b7:ff:61:ac
80:d0:4a:dc:96:b7
44:6a:b7:fe:2d:3c
44:6a:b7:8e:2c:c1
f4:c1:14:18:40:7f
a8:11:fc:80:ce:f5
40:4c:77:b7:13:b5
c0:c6:87:27:58:65
48:4b:d4:2a:20:a2
38:94:ed:72:b4:58
78:23:ae:21:c9:43
6c:b0:ce:58:12:48
7c:26:34:6e:22:22
d4:0a:a9:4d:86:f3
70:03:7e:fc:02:8d
cc:40:d0:2e:b4:f0
98:f7:d7:b5:b6:a1
6c:cd:d6:73:0b:3c
88:ef:16:ca:88:04
90:58:51:f9:86:68
f4:c1:14:14:11:1c
3c:04:61:83:3e:e6
08:36:c9:c1:11:a0
00:36:76:fe:98:dc
d4:0a:a9:57:eb:d9
d4:b9:2f:47:05:a8
98:f7:d7:b5:b1:91
98:9d:5d:09:6f:6e
38:3f:b3:52:e0:e6
3c:04:61:81:ab:12
d4:3f:cb:e3:37:11
d4:3f:cb:e0:dd:fd
f4:c1:14:14:5a:a5
e0:db:d1:18:1d:8d
78:96:84:e8:95:72
44:6a:b7:ff:26:34
80:d0:4a:d8:af:b1
08:02:8e:ab:d5:f8
c0:c5:22:fa:f1:5d
c0:a0:0d:06:39:4e
58:96:30:52:0f:97
78:23:ae:22:2d:75
48:4b:d4:33:4d:76
68:ee:96:77:75:79
88:9e:68:95:8d:20
10:0c:6b:d1:6b:d0
c0:c5:22:d3:ed:d9
44:1c:12:7d:08:81
4c:12:65:fe:13:c9
90:58:51:1d:b4:c9
dc:eb:69:1b:ef:13
bc:2e:48:d9:d2:06
64:12:69:df:ca:a9
ac:db:48:be:3b:d5
08:a7:c0:a0:d2:12
f8:5e:42:8c:de:b1
58:96:30:5e:c2:c3
d4:b9:2f:5e:9d:cb
98:f7:d7:b5:95:79
98:9d:5d:09:6c:35
e8:82:5b:ed:97:b5
ac:db:48:b1:71:d6
18:b8:1f:06:6d:2f
5c:76:95:51:e3:20
f4:c1:14:18:94:c6
38:70:0c:13:1f:27
6c:55:e8:79:d3:34
d4:0a:a9:0c:5d:41
e8:82:5b:4b:22:86
24:94:cb:28:73:c8
fc:51:a4:7d:7c:e0
5c:76:95:19:1f:51
5c:e3:0e:3b:96:39
e8:82:5b:ed:93:35
6c:b0:ce:58:28:a0
68:ee:96:60:4b:29
f4:c1:14:02:fc:f1
00:36:76:ff:21:d4
f8:5e:42:98:8b:2b
f4:0e:83:cd:82:8a
d4:04:cd:dc:70:64
84:17:ef:04:ab:82
dc:eb:69:e3:20:c3
e0:db:d1:4d:15:dd
10:56:11:1a:3b:15
18:b8:1f:8b:67:47
94:6a:77:d0:52:bd
3c:04:61:8a:9b:2d
68:ee:96:70:25:5d
5c:76:95:35:96:6d
d4:b9:2f:68:be:dc
5c:76:95:24:2a:f4
d4:0a:a9:4f:04:a9
d4:b9:2f:57:38:24
b0:da:f9:40:ac:89
e0:db:d1:eb:7f:a5
3c:04:61:cb:b4:9e
e0:db:d1:32:f8:c1
d4:04:cd:da:21:77
e0:db:d1:19:d0:cf
78:23:ae:20:d1:4b
98:f7:d7:6e:90:21
bc:9b:68:ac:75:c0
44:6a:b7:0d:ef:e0
e8:82:5b:ed:91:65
60:d2:48:e7:87:59
20:f1:9e:4c:d4:be
d4:04:cd:dc:d7:60
f8:5e:42:98:86:94
78:23:ae:ff:a0:c8
94:a6:7e:85:62:54
8c:5a:25:ea:67:89
bc:2e:48:84:4d:96
e0:db:d1:eb:83:1e
88:9e:68:92:a5:92
f4:4b:2a:05:1b:01
a0:ff:70:11:da:82
dc:eb:69:23:6d:ec
94:6a:77:45:d3:99
14:c0:3e:1d:37:29
a4:2b:8c:2f:a7:70
c0:a0:0d:c3:18:77
a8:97:cd:ee:ca:d1
7c:26:34:b5:e4:82
98:f7:d7:b9:28:41
7c:26:34:b3:4a:32
18:b8:1f:b1:89:4d
54:a6:5c:b2:bf:6a
e0:db:d1:e6:8e:f8
54:a6:5c:b0:77:55
f0:af:85:f9:00:84
f8:5e:42:99:db:b1
bc:2e:48:f7:c3:fa
a0:ff:70:7a:b2:45
00:90:ea:1f:d5:0c
c8:52:61:fb:a9:b1
f8:a0:97:b5:62:d7
44:6a:b7:fe:58:ac
c0:c5:22:07:bf:ae
d4:b9:2f:59:1e:91
b0:39:56:9a:59:21
98:f7:d7:72:a3:e9
4c:12:65:fe:39:c0
6c:cd:d6:86:c8:74
44:1c:12:7d:48:14
74:ea:e8:3e:f5:22
88:9e:68:9c:c8:97
b0:da:f9:5c:fa:a5
2c:7e:81:e2:7d:a5
dc:eb:69:ce:9e:aa
64:12:69:f2:cc:b9
2c:7e:81:dd:14:fa
10:56:11:3d:f5:ac
b0:b9:8a:83:da:78
18:b8:1f:93:39:22
6c:b0:ce:dd:9d:09
d4:b9:2f:6c:b4:56
c0:c5:22:fa:20:0c
a4:2b:8c:ac:24:c8
7c:9a:54:72:56:00
a8:11:fc:80:4b:6b
88:9e:68:95:aa:6c
bc:9b:68:e3:9d:f6
d4:2c:0f:8b:45:2f
f8:a0:97:4f:9c:a0
38:94:ed:0a:ef:40
64:12:69:df:7d:59
70:03:7e:e5:e8:b2
38:94:ed:d9:09:08
a8:70:5d:22:94:99
ec:a9:40:8c:e8:59
fc:51:a4:69:42:93
f8:a0:97:33:4f:2d
00:40:36:4e:a9:71
7c:26:34:b4:46:6a
2c:95:69:65:5a:44
a8:9f:ec:52:84:8c
7c:26:34:11:60:2c
bc:9b:68:b0:4a:b5
00:90:ea:1f:3e:40
f8:f5:32:f0:70:11
f8:8b:37:35:6e:8c
c0:94:35:01:e4:b5
08:a7:c0:a3:f4:b8
90:58:51:f9:85:0a
c8:63:fc:d5:a5:d4
fc:51:a4:74:e8:b9
44:aa:f5:88:65:14
f8:a0:97:50:0e:91
d4:3f:cb:e8:2a:16
a4:2b:8c:2c:5c:b0
44:6a:b7:0d:16:a0
84:17:ef:08:86:9e
8c:61:a3:c9:ea:51
08:a7:c0:9c:ef:32
d4:b9:2f:5e:b2:b1
b0:da:f9:cf:f6:da
2c:7e:81:e1:13:e8
c8:63:fc:d5:d9:fa
18:9c:27:96:db:0d
18:b8:1f:b5:e9:3e
4c:12:65:fe:38:8c
54:a6:5c:aa:c4:40
a4:98:13:f9:59:c1
e8:82:5b:4a:ff:be
38:70:0c:52:70:50
c0:a0:0d:07:0a:3b
e0:db:d1:ec:28:23
5c:8f:e0:e2:e3:13
2c:95:69:63:dc:cd
98:f7:d7:b5:d6:a1
bc:9b:68:fb:51:d5
a8:11:fc:80:d8:3d
f4:c1:14:18:2b:1c
78:96:84:e7:9a:4f
f4:4b:2a:05:1a:d9
f8:5e:42:c4:6c:f5
80:d0:4a:d9:8c:c9
f4:c1:14:71:37:a8
c8:63:fc:d5:9e:ea
f8:8b:37:35:9d:0d
d4:04:cd:dc:7d:fe
e8:82:5b:ee:5f:e5
f4:c1:14:05:94:cf
44:6a:b7:ff:75:5c
90:58:51:26:72:62
d4:b9:2f:5e:da:57
90:9d:7d:2e:c1:21
d4:b9:2f:66:a6:ec
98:9d:5d:07:3f:2d
bc:64:4b:f2:39:ab
18:9c:27:fb:06:31
3c:04:61:7a:74:fa
a4:2b:8c:ac:a6:68
38:70:0c:6e:09:01
38:70:0c:4f:12:ab
d4:b9:2f:47:0c:01
58:96:30:2e:66:0b
18:9c:27:c1:11:3b
c0:a0:0d:0f:44:8a
48:f7:c0:40:96:e9
d4:b9:2f:48:93:e6
a8:9f:ec:54:2b:5c
58:19:f8:a7:35:ad
cc:75:e2:f8:d9:2d
98:9d:5d:14:5a:3c
a4:56:cc:07:8f:28
c0:c5:22:08:31:cc
88:ef:16:d8:58:05
10:56:11:24:da:a2
88:9e:68:9a:13:22
c0:a0:0d:c1:b2:02
3c:04:61:7a:93:ae
e8:82:5b:ed:1d:45
e8:82:5b:ee:92:35
98:9d:5d:13:53:f8
ac:db:48:ae:bb:43
d4:3f:cb:e0:d5:f5
f4:c1:14:03:ea:58
e0:db:d1:de:59:7e
44:aa:f5:88:1e:24
14:59:c0:6a:ee:a8
a0:68:7e:a3:b5:61
44:6a:b7:8e:50:29
10:56:11:26:1a:02
84:17:ef:1d:1d:cf
c8:63:fc:d9:4d:0b
c0:c5:22:d3:b2:8a
4c:12:65:fc:fb:16
3c:37:86:e3:b8:10
d4:3f:cb:e8:b6:b1
44:aa:f5:c3:b3:db
d4:b9:2f:68:b0:cc
f8:a0:97:31:83:1e
e8:82:5b:46:eb:5e
44:6a:b7:ff:f3:04
20:f1:9e:73:8e:6b
9c:c9:eb:89:26:d8
98:f7:d7:b8:e5:39
b0:da:f9:5f:10:1a
20:3d:66:ad:ee:99
3c:04:61:7c:52:2f
ac:db:48:ae:ba:d1
a0:ff:70:7a:eb:4d
2c:1d:b8:f5:f2:99
9c:3d:cf:9d:0d:10
38:3f:b3:55:55:9c
2c:95:69:67:51:91
bc:9b:68:b1:be:95
e4:bf:fa:74:fe:00
c8:63:fc:d5:a3:7f
f4:c1:14:0d:34:f5
b0:da:f9:c2:ce:e2
a8:9f:ec:30:14:8c
ac:db:48:fe:af:04
3c:04:61:8a:35:43
18:b8:1f:af:3c:5b
44:6a:b7:fe:e9:24
80:cc:9c:c4:0d:28
a0:ff:70:66:e4:40
68:ee:96:7d:3f:65
d4:04:cd:dc:7e:2b
bc:9b:68:b0:a2:cb
bc:2e:48:ac:27:59
38:3f:b3:51:12:b1
ac:db:48:ae:bb:13
f8:5e:42:99:d8:14
5c:8f:e0:2d:a4:80
e0:db:d1:19:cf:24
14:c0:3e:00:52:dd
7c:26:34:76:f8:ea
f4:c1:14:22:70:04
b0:da:f9:41:08:1e
2c:7e:81:dc:a1:e1
98:9d:5d:99:91:5a
58:96:30:51:57:50
48:4b:d4:cd:eb:cb
3c:7a:8a:fa:ae:34
fc:51:a4:60:a4:df
54:a6:5c:b3:d5:8a
58:96:30:51:2b:c2
98:f7:d7:d1:a1:15
14:c0:3e:04:2e:d9
98:f7:d7:d3:06:25
58:96:30:4e:c6:2f
18:b8:1f:b5:88:f4
7c:26:34:6e:2a:12
18:b8:1f:aa:3e:fe
3c:04:61:8a:49:ed
58:96:30:51:67:ea
bc:9b:68:ac:30:06
90:9d:7d:c5:bc:e6
c8:63:fc:a3:de:dd
74:ea:e8:f0:9e:63
2c:1d:b8:f6:5d:c1
38:70:0c:5a:db:6d
a0:68:7e:a5:08:45
a4:98:13:fd:c1:99
70:03:7e:fc:11:b0
dc:eb:69:1a:3e:8e
38:70:0c:04:04:cb
e8:82:5b:ee:90:9d
44:aa:f5:c4:41:33
50:95:51:a5:1a:39
80:d0:4a:77:7e:15
bc:9b:68:af:35:2b
08:a7:c0:a1:34:20
00:36:76:fe:8c:e4
b0:da:f9:c3:d0:e9
3c:37:86:f0:f5:10
38:70:0c:0f:3c:95
5c:76:95:35:c7:d7
a4:56:cc:3f:a5:87
e0:db:d1:19:f6:3e
dc:ef:09:21:de:b8
14:2d:27:c2:27:6b
2c:95:69:fe:11:b5
b0:da:f9:60:3c:d3
98:f7:d7:72:a2:31
fc:51:a4:6a:e5:fd
dc:eb:69:ed:b3:35
b0:da:f9:5c:a6:68
7c:26:34:11:47:14
f8:8b:37:35:76:75
7c:26:34:6e:be:4a
2c:1d:b8:f5:f0:79
e8:82:5b:46:a8:46
ac:db:48:b0:6c:97
b0:da:f9:c2:cc:e4
98:f7:d7:70:c1:71
18:b8:1f:8a:30:61
f8:a0:97:4e:f1:a7
f8:a0:97:7c:72:c9
88:9e:68:35:e9:c9
c0:c5:22:fb:9a:83
44:6a:b7:8d:d6:91
a0:ff:70:7b:35:08
cc:75:e2:f8:99:6d
b0:da:f9:60:38:1e
08:a7:c0:a1:32:28
a8:9f:ec:2f:86:07
3c:04:61:8a:3c:41
08:a7:c0:a4:88:05
b0:da:f9:35:fc:49
a0:ff:70:f2:2b:8c
38:3f:b3:55:63:ac
5c:76:95:3a:d0:e7
98:f7:d7:b5:b5:d1
bc:64:4b:ff:62:61
d4:0a:a9:4e:b1:a3
98:f7:d7:35:a4:fc
00:36:76:ff:65:1c
c8:63:fc:a3:df:75
18:b8:1f:8b:8a:bf
18:b8:1f:92:de:d7
80:b2:34:02:6a:8a
7c:26:34:b2:ed:2a
fc:51:a4:60:a8:c2
18:9c:27:fb:22:45
e8:fc:af:ce:a1:80
98:f7:d7:72:90:c9
a4:56:cc:1b:1c:0a
d4:b9:2f:64:f1:e9
dc:eb:69:1a:cc:a5
6c:cd:d6:7f:b4:34
18:b8:1f:93:50:7e
18:b8:1f:b5:2c:7e
c0:a0:0d:07:f3:92
38:70:0c:57:30:16
38:70:0c:4f:be:68
38:5f:66:f6:22:45
18:b8:1f:9d:f5:3d
44:1c:12:7c:28:df
90:58:51:0e:03:08
38:70:0c:58:57:d2
48:4b:d4:31:a9:58
6c:b0:ce:c8:f2:18
ac:db:48:ae:b8:a9
44:1c:12:7d:8e:19
e4:bf:fa:1a:00:22
a8:11:fc:80:c9:0c
e0:db:d1:de:5a:88
10:56:11:2b:82:8a
14:c0:3e:14:50:41
